bucket,confidence,currentBrand,fileId,guessedBrand,model,normalizedModel,oldBrand,previewUrl,reason,reviewStatus,rule,suggestedBrand,suggestionReason,title,viewerUrl
67xxx,high,DO ROZPOZNANIA,10ZpYB3RRu0DnHXRTA6IxUTJoWDzy1ek3,LUND,67201,67201,DO ROZPOZNANIA,https://drive.google.com/file/d/10ZpYB3RRu0DnHXRTA6IxUTJoWDzy1ek3/preview,Zakres AGD/domowy 67–68xxx; potwierdzone przykłady LUND w rodzinie 67xxx.,guessed_needs_confirmation,range_67_68_lund,LUND,Zakres AGD/domowy 67–68xxx; potwierdzone przykłady LUND w rodzinie 67xxx.,Czesci_zamienne_67201.pdf,https://drive.google.com/file/d/10ZpYB3RRu0DnHXRTA6IxUTJoWDzy1ek3/view?usp=drivesdk
67xxx,high,DO ROZPOZNANIA,1mrPc40HKLqOT_u0gsDC66IZMqnRrcllI,LUND,67220,67220,DO ROZPOZNANIA,https://drive.google.com/file/d/1mrPc40HKLqOT_u0gsDC66IZMqnRrcllI/preview,Zakres AGD/domowy 67–68xxx; potwierdzone przykłady LUND w rodzinie 67xxx.,guessed_needs_confirmation,range_67_68_lund,LUND,Zakres AGD/domowy 67–68xxx; potwierdzone przykłady LUND w rodzinie 67xxx.,Czesci_zamienne_67220.pdf,https://drive.google.com/file/d/1mrPc40HKLqOT_u0gsDC66IZMqnRrcllI/view?usp=drivesdk
67xxx,high,DO ROZPOZNANIA,1lOIm0ASXmk37_ILBcABDvhJh0dlGEVcY,LUND,67221,67221,DO ROZPOZNANIA,https://drive.google.com/file/d/1lOIm0ASXmk37_ILBcABDvhJh0dlGEVcY/preview,Zakres AGD/domowy 67–68xxx; potwierdzone przykłady LUND w rodzinie 67xxx.,guessed_needs_confirmation,range_67_68_lund,LUND,Zakres AGD/domowy 67–68xxx; potwierdzone przykłady LUND w rodzinie 67xxx.,Czesci_zamienne_67221.pdf,https://drive.google.com/file/d/1lOIm0ASXmk37_ILBcABDvhJh0dlGEVcY/view?usp=drivesdk
67xxx,high,DO ROZPOZNANIA,1LdOkwP3oc-d4DWlDmSUdAu09ApyQIqT4,LUND,67230,67230,DO ROZPOZNANIA,https://drive.google.com/file/d/1LdOkwP3oc-d4DWlDmSUdAu09ApyQIqT4/preview,Zakres AGD/domowy 67–68xxx; potwierdzone przykłady LUND w rodzinie 67xxx.,guessed_needs_confirmation,range_67_68_lund,LUND,Zakres AGD/domowy 67–68xxx; potwierdzone przykłady LUND w rodzinie 67xxx.,Czesci_zamienne_67230.pdf,https://drive.google.com/file/d/1LdOkwP3oc-d4DWlDmSUdAu09ApyQIqT4/view?usp=drivesdk
67xxx,high,DO ROZPOZNANIA,1Z3nO2n4ruU2hwWFOerRibzEneLvvP8N2,LUND,67231,67231,DO ROZPOZNANIA,https://drive.google.com/file/d/1Z3nO2n4ruU2hwWFOerRibzEneLvvP8N2/preview,Zakres AGD/domowy 67–68xxx; potwierdzone przykłady LUND w rodzinie 67xxx.,guessed_needs_confirmation,range_67_68_lund,LUND,Zakres AGD/domowy 67–68xxx; potwierdzone przykłady LUND w rodzinie 67xxx.,Czesci_zamienne_67231.pdf,https://drive.google.com/file/d/1Z3nO2n4ruU2hwWFOerRibzEneLvvP8N2/view?usp=drivesdk
67xxx,high,DO ROZPOZNANIA,1__fgv7vSlq97m5YZV2Lp_nHMxJYLl7Er,LUND,67292,67292,DO ROZPOZNANIA,https://drive.google.com/file/d/1__fgv7vSlq97m5YZV2Lp_nHMxJYLl7Er/preview,Zakres AGD/domowy 67–68xxx; potwierdzone przykłady LUND w rodzinie 67xxx.,guessed_needs_confirmation,range_67_68_lund,LUND,Zakres AGD/domowy 67–68xxx; potwierdzone przykłady LUND w rodzinie 67xxx.,Czesci_zamienne_67292.pdf,https://drive.google.com/file/d/1__fgv7vSlq97m5YZV2Lp_nHMxJYLl7Er/view?usp=drivesdk
67xxx,high,DO ROZPOZNANIA,10twZS_cA4zlwgCNqYDFYROtsP98VTR8k,LUND,67293,67293,DO ROZPOZNANIA,https://drive.google.com/file/d/10twZS_cA4zlwgCNqYDFYROtsP98VTR8k/preview,Zakres AGD/domowy 67–68xxx; potwierdzone przykłady LUND w rodzinie 67xxx.,guessed_needs_confirmation,range_67_68_lund,LUND,Zakres AGD/domowy 67–68xxx; potwierdzone przykłady LUND w rodzinie 67xxx.,Czesci_zamienne_67293.pdf,https://drive.google.com/file/d/10twZS_cA4zlwgCNqYDFYROtsP98VTR8k/view?usp=drivesdk
67xxx,high,DO ROZPOZNANIA,1x1USizZGfpydDrV6T4tULLQKhxMbN22h,LUND,67420,67420,DO ROZPOZNANIA,https://drive.google.com/file/d/1x1USizZGfpydDrV6T4tULLQKhxMbN22h/preview,Zakres AGD/domowy 67–68xxx; potwierdzone przykłady LUND w rodzinie 67xxx.,guessed_needs_confirmation,range_67_68_lund,LUND,Zakres AGD/domowy 67–68xxx; potwierdzone przykłady LUND w rodzinie 67xxx.,Czesci_zamienne_67420.pdf,https://drive.google.com/file/d/1x1USizZGfpydDrV6T4tULLQKhxMbN22h/view?usp=drivesdk
67xxx,high,DO ROZPOZNANIA,1TrckZn5ZFmka8PjN5t4XVOjgtkUKKf-C,LUND,67422,67422,DO ROZPOZNANIA,https://drive.google.com/file/d/1TrckZn5ZFmka8PjN5t4XVOjgtkUKKf-C/preview,Zakres AGD/domowy 67–68xxx; potwierdzone przykłady LUND w rodzinie 67xxx.,guessed_needs_confirmation,range_67_68_lund,LUND,Zakres AGD/domowy 67–68xxx; potwierdzone przykłady LUND w rodzinie 67xxx.,Czesci_zamienne_67422.pdf,https://drive.google.com/file/d/1TrckZn5ZFmka8PjN5t4XVOjgtkUKKf-C/view?usp=drivesdk
67xxx,high,DO ROZPOZNANIA,1RikedlfhILHopXQikmR3DZSC2137TBbU,LUND,67423,67423,DO ROZPOZNANIA,https://drive.google.com/file/d/1RikedlfhILHopXQikmR3DZSC2137TBbU/preview,Zakres AGD/domowy 67–68xxx; potwierdzone przykłady LUND w rodzinie 67xxx.,guessed_needs_confirmation,range_67_68_lund,LUND,Zakres AGD/domowy 67–68xxx; potwierdzone przykłady LUND w rodzinie 67xxx.,Czesci_zamienne_67423.pdf,https://drive.google.com/file/d/1RikedlfhILHopXQikmR3DZSC2137TBbU/view?usp=drivesdk
67xxx,high,DO ROZPOZNANIA,16qAkCkxwMp0OhjmfwwTLel-XTtLlTmf5,LUND,67424,67424,DO ROZPOZNANIA,https://drive.google.com/file/d/16qAkCkxwMp0OhjmfwwTLel-XTtLlTmf5/preview,Zakres AGD/domowy 67–68xxx; potwierdzone przykłady LUND w rodzinie 67xxx.,guessed_needs_confirmation,range_67_68_lund,LUND,Zakres AGD/domowy 67–68xxx; potwierdzone przykłady LUND w rodzinie 67xxx.,Czesci_zamienne_67424.pdf,https://drive.google.com/file/d/16qAkCkxwMp0OhjmfwwTLel-XTtLlTmf5/view?usp=drivesdk
67xxx,high,DO ROZPOZNANIA,1ElhfEiWY8sjbRg48glvt7gBddg4zsPHT,LUND,67450,67450,DO ROZPOZNANIA,https://drive.google.com/file/d/1ElhfEiWY8sjbRg48glvt7gBddg4zsPHT/preview,Zakres AGD/domowy 67–68xxx; potwierdzone przykłady LUND w rodzinie 67xxx.,guessed_needs_confirmation,range_67_68_lund,LUND,Zakres AGD/domowy 67–68xxx; potwierdzone przykłady LUND w rodzinie 67xxx.,Czesci_zamienne_67450.pdf,https://drive.google.com/file/d/1ElhfEiWY8sjbRg48glvt7gBddg4zsPHT/view?usp=drivesdk
67xxx,high,DO ROZPOZNANIA,1CHuaVDlHEtICS35co8zE86qOuqyJUgY5,LUND,67451,67451,DO ROZPOZNANIA,https://drive.google.com/file/d/1CHuaVDlHEtICS35co8zE86qOuqyJUgY5/preview,Zakres AGD/domowy 67–68xxx; potwierdzone przykłady LUND w rodzinie 67xxx.,guessed_needs_confirmation,range_67_68_lund,LUND,Zakres AGD/domowy 67–68xxx; potwierdzone przykłady LUND w rodzinie 67xxx.,Czesci_zamienne_67451.pdf,https://drive.google.com/file/d/1CHuaVDlHEtICS35co8zE86qOuqyJUgY5/view?usp=drivesdk
67xxx,high,DO ROZPOZNANIA,1NaxUTvQNijcsNu4g7E0ZcJ-vdGM-wJXb,LUND,67453,67453,DO ROZPOZNANIA,https://drive.google.com/file/d/1NaxUTvQNijcsNu4g7E0ZcJ-vdGM-wJXb/preview,Zakres AGD/domowy 67–68xxx; potwierdzone przykłady LUND w rodzinie 67xxx.,guessed_needs_confirmation,range_67_68_lund,LUND,Zakres AGD/domowy 67–68xxx; potwierdzone przykłady LUND w rodzinie 67xxx.,Czesci_zamienne_67453.pdf,https://drive.google.com/file/d/1NaxUTvQNijcsNu4g7E0ZcJ-vdGM-wJXb/view?usp=drivesdk
67xxx,high,DO ROZPOZNANIA,1CPd1eDTK4dXDYoxm8n5qJ4RGQ9eLOJOy,LUND,67455,67455,DO ROZPOZNANIA,https://drive.google.com/file/d/1CPd1eDTK4dXDYoxm8n5qJ4RGQ9eLOJOy/preview,Zakres AGD/domowy 67–68xxx; potwierdzone przykłady LUND w rodzinie 67xxx.,guessed_needs_confirmation,range_67_68_lund,LUND,Zakres AGD/domowy 67–68xxx; potwierdzone przykłady LUND w rodzinie 67xxx.,Czesci_zamienne_67455.pdf,https://drive.google.com/file/d/1CPd1eDTK4dXDYoxm8n5qJ4RGQ9eLOJOy/view?usp=drivesdk
67xxx,high,DO ROZPOZNANIA,1EOGM6eFaoES5wZCPGtw2PX5wjfsDRFU0,LUND,67456,67456,DO ROZPOZNANIA,https://drive.google.com/file/d/1EOGM6eFaoES5wZCPGtw2PX5wjfsDRFU0/preview,Zakres AGD/domowy 67–68xxx; potwierdzone przykłady LUND w rodzinie 67xxx.,guessed_needs_confirmation,range_67_68_lund,LUND,Zakres AGD/domowy 67–68xxx; potwierdzone przykłady LUND w rodzinie 67xxx.,Czesci_zamienne_67456.pdf,https://drive.google.com/file/d/1EOGM6eFaoES5wZCPGtw2PX5wjfsDRFU0/view?usp=drivesdk
67xxx,high,DO ROZPOZNANIA,11JTaudD5kYRSzWGIe1ra7PNFQytk4sqQ,LUND,67457,67457,DO ROZPOZNANIA,https://drive.google.com/file/d/11JTaudD5kYRSzWGIe1ra7PNFQytk4sqQ/preview,Zakres AGD/domowy 67–68xxx; potwierdzone przykłady LUND w rodzinie 67xxx.,guessed_needs_confirmation,range_67_68_lund,LUND,Zakres AGD/domowy 67–68xxx; potwierdzone przykłady LUND w rodzinie 67xxx.,Czesci_zamienne_67457.pdf,https://drive.google.com/file/d/11JTaudD5kYRSzWGIe1ra7PNFQytk4sqQ/view?usp=drivesdk
67xxx,high,DO ROZPOZNANIA,1x_rK2tqIAk0iooFu3Qc6zv8jrVOrUdEq,LUND,67458,67458,DO ROZPOZNANIA,https://drive.google.com/file/d/1x_rK2tqIAk0iooFu3Qc6zv8jrVOrUdEq/preview,Zakres AGD/domowy 67–68xxx; potwierdzone przykłady LUND w rodzinie 67xxx.,guessed_needs_confirmation,range_67_68_lund,LUND,Zakres AGD/domowy 67–68xxx; potwierdzone przykłady LUND w rodzinie 67xxx.,Czesci_zamienne_67458.pdf,https://drive.google.com/file/d/1x_rK2tqIAk0iooFu3Qc6zv8jrVOrUdEq/view?usp=drivesdk
67xxx,high,DO ROZPOZNANIA,1nKtVeFvITUUr88b9l-CmfOaZ8sDP-SVQ,LUND,67460,67460,DO ROZPOZNANIA,https://drive.google.com/file/d/1nKtVeFvITUUr88b9l-CmfOaZ8sDP-SVQ/preview,Zakres AGD/domowy 67–68xxx; potwierdzone przykłady LUND w rodzinie 67xxx.,guessed_needs_confirmation,range_67_68_lund,LUND,Zakres AGD/domowy 67–68xxx; potwierdzone przykłady LUND w rodzinie 67xxx.,Czesci_zamienne_67460.pdf,https://drive.google.com/file/d/1nKtVeFvITUUr88b9l-CmfOaZ8sDP-SVQ/view?usp=drivesdk
67xxx,high,DO ROZPOZNANIA,1Xh6OKt4zkh58bqTn_fgpaQYH3aQ7hcbT,LUND,67470,67470,DO ROZPOZNANIA,https://drive.google.com/file/d/1Xh6OKt4zkh58bqTn_fgpaQYH3aQ7hcbT/preview,Zakres AGD/domowy 67–68xxx; potwierdzone przykłady LUND w rodzinie 67xxx.,guessed_needs_confirmation,range_67_68_lund,LUND,Zakres AGD/domowy 67–68xxx; potwierdzone przykłady LUND w rodzinie 67xxx.,Czesci_zamienne_67470.pdf,https://drive.google.com/file/d/1Xh6OKt4zkh58bqTn_fgpaQYH3aQ7hcbT/view?usp=drivesdk
67xxx,high,DO ROZPOZNANIA,1sKjbivYPklV1hKypUoYb214lDF6Zkizm,LUND,67480,67480,DO ROZPOZNANIA,https://drive.google.com/file/d/1sKjbivYPklV1hKypUoYb214lDF6Zkizm/preview,Zakres AGD/domowy 67–68xxx; potwierdzone przykłady LUND w rodzinie 67xxx.,guessed_needs_confirmation,range_67_68_lund,LUND,Zakres AGD/domowy 67–68xxx; potwierdzone przykłady LUND w rodzinie 67xxx.,Czesci_zamienne_67480.pdf,https://drive.google.com/file/d/1sKjbivYPklV1hKypUoYb214lDF6Zkizm/view?usp=drivesdk
67xxx,high,DO ROZPOZNANIA,1XeY6KEeeRqkkU8ZbhSbx0oGUFQJuivX1,LUND,67500,67500,DO ROZPOZNANIA,https://drive.google.com/file/d/1XeY6KEeeRqkkU8ZbhSbx0oGUFQJuivX1/preview,Zakres AGD/domowy 67–68xxx; potwierdzone przykłady LUND w rodzinie 67xxx.,guessed_needs_confirmation,range_67_68_lund,LUND,Zakres AGD/domowy 67–68xxx; potwierdzone przykłady LUND w rodzinie 67xxx.,Czesci_zamienne_67500.pdf,https://drive.google.com/file/d/1XeY6KEeeRqkkU8ZbhSbx0oGUFQJuivX1/view?usp=drivesdk
67xxx,high,DO ROZPOZNANIA,1a7ssh8dRqixUDcJbZbk7gcXMCceJUeMN,LUND,67501,67501,DO ROZPOZNANIA,https://drive.google.com/file/d/1a7ssh8dRqixUDcJbZbk7gcXMCceJUeMN/preview,Zakres AGD/domowy 67–68xxx; potwierdzone przykłady LUND w rodzinie 67xxx.,guessed_needs_confirmation,range_67_68_lund,LUND,Zakres AGD/domowy 67–68xxx; potwierdzone przykłady LUND w rodzinie 67xxx.,Czesci_zamienne_67501.pdf,https://drive.google.com/file/d/1a7ssh8dRqixUDcJbZbk7gcXMCceJUeMN/view?usp=drivesdk
67xxx,high,DO ROZPOZNANIA,1fk-rJYvgA4LFS75ixN1wD7f7XiSLIKqB,LUND,67520,67520,DO ROZPOZNANIA,https://drive.google.com/file/d/1fk-rJYvgA4LFS75ixN1wD7f7XiSLIKqB/preview,Zakres AGD/domowy 67–68xxx; potwierdzone przykłady LUND w rodzinie 67xxx.,guessed_needs_confirmation,range_67_68_lund,LUND,Zakres AGD/domowy 67–68xxx; potwierdzone przykłady LUND w rodzinie 67xxx.,Czesci_zamienne_67520.pdf,https://drive.google.com/file/d/1fk-rJYvgA4LFS75ixN1wD7f7XiSLIKqB/view?usp=drivesdk
67xxx,high,DO ROZPOZNANIA,1gPLCrOFgGHCzUUKUdf_xzrhWBbpodc-Y,LUND,67521,67521,DO ROZPOZNANIA,https://drive.google.com/file/d/1gPLCrOFgGHCzUUKUdf_xzrhWBbpodc-Y/preview,Zakres AGD/domowy 67–68xxx; potwierdzone przykłady LUND w rodzinie 67xxx.,guessed_needs_confirmation,range_67_68_lund,LUND,Zakres AGD/domowy 67–68xxx; potwierdzone przykłady LUND w rodzinie 67xxx.,Czesci_zamienne_67521.pdf,https://drive.google.com/file/d/1gPLCrOFgGHCzUUKUdf_xzrhWBbpodc-Y/view?usp=drivesdk
67xxx,high,DO ROZPOZNANIA,1tvRNsXaT_ncjTMWHtGDSPQptnKrortk8,LUND,67522,67522,DO ROZPOZNANIA,https://drive.google.com/file/d/1tvRNsXaT_ncjTMWHtGDSPQptnKrortk8/preview,Zakres AGD/domowy 67–68xxx; potwierdzone przykłady LUND w rodzinie 67xxx.,guessed_needs_confirmation,range_67_68_lund,LUND,Zakres AGD/domowy 67–68xxx; potwierdzone przykłady LUND w rodzinie 67xxx.,Czesci_zamienne_67522.pdf,https://drive.google.com/file/d/1tvRNsXaT_ncjTMWHtGDSPQptnKrortk8/view?usp=drivesdk
67xxx,high,DO ROZPOZNANIA,1iOzqHKHKYX1j4GwzPOVoA4DE9SdkojIi,LUND,67523,67523,DO ROZPOZNANIA,https://drive.google.com/file/d/1iOzqHKHKYX1j4GwzPOVoA4DE9SdkojIi/preview,Zakres AGD/domowy 67–68xxx; potwierdzone przykłady LUND w rodzinie 67xxx.,guessed_needs_confirmation,range_67_68_lund,LUND,Zakres AGD/domowy 67–68xxx; potwierdzone przykłady LUND w rodzinie 67xxx.,Czesci_zamienne_67523.pdf,https://drive.google.com/file/d/1iOzqHKHKYX1j4GwzPOVoA4DE9SdkojIi/view?usp=drivesdk
67xxx,high,DO ROZPOZNANIA,1CMZxpn8PPcXEDtd309crEJHPXxEPjcJ8,LUND,67525,67525,DO ROZPOZNANIA,https://drive.google.com/file/d/1CMZxpn8PPcXEDtd309crEJHPXxEPjcJ8/preview,Zakres AGD/domowy 67–68xxx; potwierdzone przykłady LUND w rodzinie 67xxx.,guessed_needs_confirmation,range_67_68_lund,LUND,Zakres AGD/domowy 67–68xxx; potwierdzone przykłady LUND w rodzinie 67xxx.,Czesci_zamienne_67525.pdf,https://drive.google.com/file/d/1CMZxpn8PPcXEDtd309crEJHPXxEPjcJ8/view?usp=drivesdk
67xxx,high,DO ROZPOZNANIA,1ROEus6Hj2_a6k5ovf885hbRxddvTEOS5,LUND,67526,67526,DO ROZPOZNANIA,https://drive.google.com/file/d/1ROEus6Hj2_a6k5ovf885hbRxddvTEOS5/preview,Zakres AGD/domowy 67–68xxx; potwierdzone przykłady LUND w rodzinie 67xxx.,guessed_needs_confirmation,range_67_68_lund,LUND,Zakres AGD/domowy 67–68xxx; potwierdzone przykłady LUND w rodzinie 67xxx.,Czesci_zamienne_67526.pdf,https://drive.google.com/file/d/1ROEus6Hj2_a6k5ovf885hbRxddvTEOS5/view?usp=drivesdk
67xxx,high,DO ROZPOZNANIA,1Gae7jSYcLo-OX8ljgXP2wa-J6GjdUMGX,LUND,67527,67527,DO ROZPOZNANIA,https://drive.google.com/file/d/1Gae7jSYcLo-OX8ljgXP2wa-J6GjdUMGX/preview,Zakres AGD/domowy 67–68xxx; potwierdzone przykłady LUND w rodzinie 67xxx.,guessed_needs_confirmation,range_67_68_lund,LUND,Zakres AGD/domowy 67–68xxx; potwierdzone przykłady LUND w rodzinie 67xxx.,Czesci_zamienne_67527.pdf,https://drive.google.com/file/d/1Gae7jSYcLo-OX8ljgXP2wa-J6GjdUMGX/view?usp=drivesdk
67xxx,high,DO ROZPOZNANIA,1SkPrQlhKATw2npL3K7-G8iZ-r0bBMgla,LUND,67528,67528,DO ROZPOZNANIA,https://drive.google.com/file/d/1SkPrQlhKATw2npL3K7-G8iZ-r0bBMgla/preview,Zakres AGD/domowy 67–68xxx; potwierdzone przykłady LUND w rodzinie 67xxx.,guessed_needs_confirmation,range_67_68_lund,LUND,Zakres AGD/domowy 67–68xxx; potwierdzone przykłady LUND w rodzinie 67xxx.,Czesci_zamienne_67528.pdf,https://drive.google.com/file/d/1SkPrQlhKATw2npL3K7-G8iZ-r0bBMgla/view?usp=drivesdk
67xxx,high,DO ROZPOZNANIA,107P3K9LVKmlcZ75PERol20MGUp7lCVLZ,LUND,67530,67530,DO ROZPOZNANIA,https://drive.google.com/file/d/107P3K9LVKmlcZ75PERol20MGUp7lCVLZ/preview,Zakres AGD/domowy 67–68xxx; potwierdzone przykłady LUND w rodzinie 67xxx.,guessed_needs_confirmation,range_67_68_lund,LUND,Zakres AGD/domowy 67–68xxx; potwierdzone przykłady LUND w rodzinie 67xxx.,Czesci_zamienne_67530.pdf,https://drive.google.com/file/d/107P3K9LVKmlcZ75PERol20MGUp7lCVLZ/view?usp=drivesdk
67xxx,high,DO ROZPOZNANIA,1-QaRqH4AxnJDNtQ6TFTroC2VOoqQ-WkK,LUND,67570,67570,DO ROZPOZNANIA,https://drive.google.com/file/d/1-QaRqH4AxnJDNtQ6TFTroC2VOoqQ-WkK/preview,Zakres AGD/domowy 67–68xxx; potwierdzone przykłady LUND w rodzinie 67xxx.,guessed_needs_confirmation,range_67_68_lund,LUND,Zakres AGD/domowy 67–68xxx; potwierdzone przykłady LUND w rodzinie 67xxx.,Czesci_zamienne_67570.pdf,https://drive.google.com/file/d/1-QaRqH4AxnJDNtQ6TFTroC2VOoqQ-WkK/view?usp=drivesdk
67xxx,high,DO ROZPOZNANIA,1l82F8lB56jUvSqNKTIauSaP8ujv0BJUC,LUND,67571,67571,DO ROZPOZNANIA,https://drive.google.com/file/d/1l82F8lB56jUvSqNKTIauSaP8ujv0BJUC/preview,Zakres AGD/domowy 67–68xxx; potwierdzone przykłady LUND w rodzinie 67xxx.,guessed_needs_confirmation,range_67_68_lund,LUND,Zakres AGD/domowy 67–68xxx; potwierdzone przykłady LUND w rodzinie 67xxx.,Czesci_zamienne_67571.pdf,https://drive.google.com/file/d/1l82F8lB56jUvSqNKTIauSaP8ujv0BJUC/view?usp=drivesdk
67xxx,high,DO ROZPOZNANIA,18X_T8GOtbQmYtScy-C2PiP-Q6Y5u5uVu,LUND,67572,67572,DO ROZPOZNANIA,https://drive.google.com/file/d/18X_T8GOtbQmYtScy-C2PiP-Q6Y5u5uVu/preview,Zakres AGD/domowy 67–68xxx; potwierdzone przykłady LUND w rodzinie 67xxx.,guessed_needs_confirmation,range_67_68_lund,LUND,Zakres AGD/domowy 67–68xxx; potwierdzone przykłady LUND w rodzinie 67xxx.,Czesci_zamienne_67572.pdf,https://drive.google.com/file/d/18X_T8GOtbQmYtScy-C2PiP-Q6Y5u5uVu/view?usp=drivesdk
67xxx,high,DO ROZPOZNANIA,1-Blni_kcMGteygyEv4mpkN1ug5Lwseex,LUND,67573,67573,DO ROZPOZNANIA,https://drive.google.com/file/d/1-Blni_kcMGteygyEv4mpkN1ug5Lwseex/preview,Zakres AGD/domowy 67–68xxx; potwierdzone przykłady LUND w rodzinie 67xxx.,guessed_needs_confirmation,range_67_68_lund,LUND,Zakres AGD/domowy 67–68xxx; potwierdzone przykłady LUND w rodzinie 67xxx.,Czesci_zamienne_67573.pdf,https://drive.google.com/file/d/1-Blni_kcMGteygyEv4mpkN1ug5Lwseex/view?usp=drivesdk
67xxx,high,DO ROZPOZNANIA,1cUE2ofqAodMCxGymyBtHVqrdiQkrao_w,LUND,67574,67574,DO ROZPOZNANIA,https://drive.google.com/file/d/1cUE2ofqAodMCxGymyBtHVqrdiQkrao_w/preview,Zakres AGD/domowy 67–68xxx; potwierdzone przykłady LUND w rodzinie 67xxx.,guessed_needs_confirmation,range_67_68_lund,LUND,Zakres AGD/domowy 67–68xxx; potwierdzone przykłady LUND w rodzinie 67xxx.,Czesci_zamienne_67574.pdf,https://drive.google.com/file/d/1cUE2ofqAodMCxGymyBtHVqrdiQkrao_w/view?usp=drivesdk
67xxx,high,DO ROZPOZNANIA,14biI7mjXpj5X-RCs-K2cqWvXHE2Ym3_q,LUND,67575,67575,DO ROZPOZNANIA,https://drive.google.com/file/d/14biI7mjXpj5X-RCs-K2cqWvXHE2Ym3_q/preview,Zakres AGD/domowy 67–68xxx; potwierdzone przykłady LUND w rodzinie 67xxx.,guessed_needs_confirmation,range_67_68_lund,LUND,Zakres AGD/domowy 67–68xxx; potwierdzone przykłady LUND w rodzinie 67xxx.,Czesci_zamienne_67575.pdf,https://drive.google.com/file/d/14biI7mjXpj5X-RCs-K2cqWvXHE2Ym3_q/view?usp=drivesdk
67xxx,high,DO ROZPOZNANIA,1_cbMX79Ul9snUhrtKcN1_UIJ3MxfZ0SL,LUND,67576,67576,DO ROZPOZNANIA,https://drive.google.com/file/d/1_cbMX79Ul9snUhrtKcN1_UIJ3MxfZ0SL/preview,Zakres AGD/domowy 67–68xxx; potwierdzone przykłady LUND w rodzinie 67xxx.,guessed_needs_confirmation,range_67_68_lund,LUND,Zakres AGD/domowy 67–68xxx; potwierdzone przykłady LUND w rodzinie 67xxx.,Czesci_zamienne_67576.pdf,https://drive.google.com/file/d/1_cbMX79Ul9snUhrtKcN1_UIJ3MxfZ0SL/view?usp=drivesdk
67xxx,high,DO ROZPOZNANIA,1GprnCPZLWEa3HmWxuX6lrgJXYoM-mU9c,LUND,67580,67580,DO ROZPOZNANIA,https://drive.google.com/file/d/1GprnCPZLWEa3HmWxuX6lrgJXYoM-mU9c/preview,Zakres AGD/domowy 67–68xxx; potwierdzone przykłady LUND w rodzinie 67xxx.,guessed_needs_confirmation,range_67_68_lund,LUND,Zakres AGD/domowy 67–68xxx; potwierdzone przykłady LUND w rodzinie 67xxx.,Czesci_zamienne_67580.pdf,https://drive.google.com/file/d/1GprnCPZLWEa3HmWxuX6lrgJXYoM-mU9c/view?usp=drivesdk
67xxx,high,DO ROZPOZNANIA,1C_xKzmIIq8lTFdUXUFxjXrWPyw4RHzHA,LUND,67581,67581,DO ROZPOZNANIA,https://drive.google.com/file/d/1C_xKzmIIq8lTFdUXUFxjXrWPyw4RHzHA/preview,Zakres AGD/domowy 67–68xxx; potwierdzone przykłady LUND w rodzinie 67xxx.,guessed_needs_confirmation,range_67_68_lund,LUND,Zakres AGD/domowy 67–68xxx; potwierdzone przykłady LUND w rodzinie 67xxx.,Czesci_zamienne_67581.pdf,https://drive.google.com/file/d/1C_xKzmIIq8lTFdUXUFxjXrWPyw4RHzHA/view?usp=drivesdk
67xxx,high,DO ROZPOZNANIA,1h7WPC-3QbkgkGAmSsn80w4vO6as1aW0K,LUND,67582,67582,DO ROZPOZNANIA,https://drive.google.com/file/d/1h7WPC-3QbkgkGAmSsn80w4vO6as1aW0K/preview,Zakres AGD/domowy 67–68xxx; potwierdzone przykłady LUND w rodzinie 67xxx.,guessed_needs_confirmation,range_67_68_lund,LUND,Zakres AGD/domowy 67–68xxx; potwierdzone przykłady LUND w rodzinie 67xxx.,Czesci_zamienne_67582.pdf,https://drive.google.com/file/d/1h7WPC-3QbkgkGAmSsn80w4vO6as1aW0K/view?usp=drivesdk
67xxx,high,DO ROZPOZNANIA,1d0QzzEkiqO2nsTiMTqr85RfPEDkP2LLv,LUND,67584,67584,DO ROZPOZNANIA,https://drive.google.com/file/d/1d0QzzEkiqO2nsTiMTqr85RfPEDkP2LLv/preview,Zakres AGD/domowy 67–68xxx; potwierdzone przykłady LUND w rodzinie 67xxx.,guessed_needs_confirmation,range_67_68_lund,LUND,Zakres AGD/domowy 67–68xxx; potwierdzone przykłady LUND w rodzinie 67xxx.,Czesci_zamienne_67584.pdf,https://drive.google.com/file/d/1d0QzzEkiqO2nsTiMTqr85RfPEDkP2LLv/view?usp=drivesdk
67xxx,high,DO ROZPOZNANIA,1IeanvOoRHlphyBbVaOX2Jtd5B8lyoBP7,LUND,67590,67590,DO ROZPOZNANIA,https://drive.google.com/file/d/1IeanvOoRHlphyBbVaOX2Jtd5B8lyoBP7/preview,Zakres AGD/domowy 67–68xxx; potwierdzone przykłady LUND w rodzinie 67xxx.,guessed_needs_confirmation,range_67_68_lund,LUND,Zakres AGD/domowy 67–68xxx; potwierdzone przykłady LUND w rodzinie 67xxx.,Czesci_zamienne_67590.pdf,https://drive.google.com/file/d/1IeanvOoRHlphyBbVaOX2Jtd5B8lyoBP7/view?usp=drivesdk
